1 3.84908100e-01 3.25583016e-05
2 2.05462670e-01 3.80079621e-05
3 1.67817370e-01 3.64625983e-05
4 1.46886600e-01 5.01855136e-05
5 1.36138470e-01 6.18701999e-05
6 1.28811700e-01 5.73338207e-05
7 1.24076300e-01 5.28285098e-05
8 1.20522430e-01 5.09591270e-05
9 1.18007600e-01 5.05702943e-05
10 1.16045530e-01 5.31601508e-05
11 1.14622100e-01 5.44138738e-05
12 1.13563800e-01 5.94890728e-05
13 1.12831030e-01 5.75456434e-05
14 1.12277900e-01 5.46611654e-05
15 1.11950070e-01 5.32282075e-05
16 1.11823100e-01 5.71178577e-05
17 1.11950070e-01 5.32282075e-05
18 1.12277900e-01 5.46611654e-05
19 1.12831030e-01 5.75456434e-05
20 1.13563800e-01 5.94890728e-05
21 1.14622100e-01 5.44138738e-05
22 1.16045530e-01 5.31601508e-05
23 1.18007600e-01 5.05702943e-05
24 1.20522430e-01 5.09591270e-05
25 1.24076300e-01 5.28285098e-05
26 1.28811700e-01 5.73338207e-05
27 1.36138470e-01 6.18701999e-05
28 1.46886600e-01 5.01855136e-05
29 1.67817370e-01 3.64625983e-05
30 2.05462670e-01 3.80079621e-05
31 3.84908100e-01 3.25583016e-05
