1 4.92144930e-01 3.45965616e-05
2 1.73208700e-01 5.64874057e-05
3 1.25814200e-01 6.10347515e-05
4 8.54676700e-02 5.98839809e-05
5 7.05250200e-02 4.66116523e-05
6 5.72758200e-02 4.11512351e-05
7 5.04137500e-02 4.72197227e-05
8 4.43020900e-02 5.34801801e-05
9 4.05613500e-02 5.42151520e-05
10 3.71345900e-02 5.39892506e-05
11 3.49811800e-02 5.10942218e-05
12 3.30810600e-02 5.59624840e-05
13 3.19619000e-02 5.37415426e-05
14 3.09356200e-02 5.27028918e-05
15 3.04995300e-02 5.66913297e-05
16 3.01950500e-02 6.86084104e-05
17 3.04995300e-02 5.66913297e-05
18 3.09356200e-02 5.27028918e-05
19 3.19619000e-02 5.37415426e-05
20 3.30810600e-02 5.59624840e-05
21 3.49811800e-02 5.10942218e-05
22 3.71345900e-02 5.39892506e-05
23 4.05613500e-02 5.42151520e-05
24 4.43020900e-02 5.34801801e-05
25 5.04137500e-02 4.72197227e-05
26 5.72758200e-02 4.11512351e-05
27 7.05250200e-02 4.66116523e-05
28 8.54676700e-02 5.98839809e-05
29 1.25814200e-01 6.10347515e-05
30 1.73208700e-01 5.64874057e-05
31 4.92144930e-01 3.45965616e-05
