1 4.97544500e-01 3.21809726e-05
2 1.75861330e-01 5.30438044e-05
3 1.26298230e-01 4.75653628e-05
4 8.61302300e-02 4.71280707e-05
5 7.03256900e-02 5.20877003e-05
6 5.71062100e-02 5.68253126e-05
7 4.98513200e-02 4.29358367e-05
8 4.36156000e-02 4.45353559e-05
9 3.97206500e-02 4.84470226e-05
10 3.63161400e-02 4.78795973e-05
11 3.41028100e-02 4.47909346e-05
12 3.21774600e-02 4.37153244e-05
13 3.09959700e-02 4.55672324e-05
14 3.00237000e-02 5.63262511e-05
15 2.95674300e-02 6.12075914e-05
16 2.92964000e-02 7.69452668e-05
17 2.95674300e-02 6.12075914e-05
18 3.00237000e-02 5.63262511e-05
19 3.09959700e-02 4.55672324e-05
20 3.21774600e-02 4.37153244e-05
21 3.41028100e-02 4.47909346e-05
22 3.63161400e-02 4.78795973e-05
23 3.97206500e-02 4.84470226e-05
24 4.36156000e-02 4.45353559e-05
25 4.98513200e-02 4.29358367e-05
26 5.71062100e-02 5.68253126e-05
27 7.03256900e-02 5.20877003e-05
28 8.61302300e-02 4.71280707e-05
29 1.26298230e-01 4.75653628e-05
30 1.75861330e-01 5.30438044e-05
31 4.97544500e-01 3.21809726e-05
