1 4.46395570e-01 4.54104658e-05
2 2.37340170e-01 5.60858882e-05
3 1.99322030e-01 6.34319492e-05
4 1.77175870e-01 6.25557127e-05
5 1.66777830e-01 5.95054075e-05
6 1.59378130e-01 5.27607753e-05
7 1.54755100e-01 6.07822772e-05
8 1.51188270e-01 5.63244753e-05
9 1.48767330e-01 5.66989581e-05
10 1.46787230e-01 5.68521021e-05
11 1.45373870e-01 6.37738319e-05
12 1.44289000e-01 5.97693902e-05
13 1.43543370e-01 5.94819391e-05
14 1.42958470e-01 5.64226458e-05
15 1.42720430e-01 6.13271135e-05
16 1.42642530e-01 6.08979608e-05
17 1.42720430e-01 6.13271135e-05
18 1.42958470e-01 5.64226458e-05
19 1.43543370e-01 5.94819391e-05
20 1.44289000e-01 5.97693902e-05
21 1.45373870e-01 6.37738319e-05
22 1.46787230e-01 5.68521021e-05
23 1.48767330e-01 5.66989581e-05
24 1.51188270e-01 5.63244753e-05
25 1.54755100e-01 6.07822772e-05
26 1.59378130e-01 5.27607753e-05
27 1.66777830e-01 5.95054075e-05
28 1.77175870e-01 6.25557127e-05
29 1.99322030e-01 6.34319492e-05
30 2.37340170e-01 5.60858882e-05
31 4.46395570e-01 4.54104658e-05
